ID,Class of Spike-Binding Protein,Spike-Binding Protein,Barnes Class,Chains (If Combination),Complex Name,Resolution,Title,Released,DOI,Notes
7LAB,Antibody,DH1052,,,7LAB_1;7LAB_2;7LAB_3,"2.97, 2.97",Structure of SARS-CoV-2 S protein in complex with N-terminal domain antibody DH1052,3/10/2021,10.1016/j.cell.2021.06.021,
7LCN,Antibody,DH1050.1,,,7LCN_1;7LCN_2;7LCN_3,"3.35, 3.35",Structure of SARS-CoV-2 S protein in complex with N-terminal domain antibody DH1050.1,1/27/2021,10.1016/j.cell.2021.06.021,
7LD1,Antibody,DH1047,4,,7LD1_1;7LD1_2;7LD1_3,"3.4, 3.4",Structure of SARS-CoV-2 S protein in complex with Receptor Binding Domain antibody DH1047,1/27/2021,10.1016/j.cell.2021.06.021,
7LDJ,Nanobody/Sybody,WNb-2,2,,7LDJ_1;7LDJ_2;7LDJ_3;7LDJ_4,2.36,SARS-CoV-2 receptor binding domain in complex with WNb-2,5/5/2021,,
7LJR,Antibody,DH1043,2,,7LJR_1,3.66,SARS-CoV-2 Spike Protein Trimer bound to DH1043 fab,3/31/2021,10.1101/2020.12.31.424729,
7LM8,Antibody,COVA1-16,4,"H,L",7LM8_1,1.936,Crystal structure of SARS-CoV-2 spike protein receptor-binding domain in complex with two cross-neutralizing antibodies CV38-142 and COVA1-16 Fabs isolated from COVID-19 patients,3/31/2021,10.1101/2021.02.11.430866,
7LM8,Antibody,CV38-142,3,"M,N",7LM8_2,1.936,Crystal structure of SARS-CoV-2 spike protein receptor-binding domain in complex with two cross-neutralizing antibodies CV38-142 and COVA1-16 Fabs isolated from COVID-19 patients,3/31/2021,10.1101/2021.02.11.430866,
7LOP,Antibody,CR3022,4,"B,C,W,V",7LOP_1;7LOP_3,2.246,Crystal structure of SARS-CoV-2 receptor binding domain in complex with antibodies CV05-163 and CR3022,3/3/2021,10.1126/science.abh1139,
7LOP,Antibody,CV05-163,2,"H,L,X,Y",7LOP_2;7LOP_4,2.246,Crystal structure of SARS-CoV-2 receptor binding domain in complex with antibodies CV05-163 and CR3022,3/3/2021,10.1126/science.abh1139,
7LQ7,Antibody,COVA1-16,4,"P,Q,T,U,y,z",7LQ7_2;7LQ7_3;7LQ7_5,3.4,Crystal structure of SARS-CoV-2 receptor binding domain in complex with antibodies CV503 and COVA1-16,9/15/2021,,
7LQ7,Antibody,CV503,,"C,D,F,G,H,L",7LQ7_1;7LQ7_4;7LQ7_6,3.4,Crystal structure of SARS-CoV-2 receptor binding domain in complex with antibodies CV503 and COVA1-16,9/15/2021,,
7LQV,Antibody,8-Apr,,,7LQV_1;7LQV_2;7LQV_3,3.25,Cryo-EM structure of NTD-directed neutralizing antibody 4-8 Fab in complex with SARS-CoV-2 S2P spike,3/24/2021,,
7LQW,Antibody,17-Feb,,,7LQW_1,4.47,Cryo-EM structure of NTD-directed neutralizing antibody 2-17 Fab in complex with SARS-CoV-2 S2P spike,3/24/2021,10.1016/j.chom.2021.03.005,
7LRS,Antibody,A23-58.1,1,,7LRS_1,3.89,Cryo-EM structure of SARS-CoV-2 spike in complex with neutralizing antibody A23-58.1 that targets the receptor-binding domain,7/14/2021,10.1126/science.abh1766,class disagreement (2)
7LRT,Antibody,A23-58.1,1,,7LRT_1;7LRT_2;7LRT_3,3.54,Cryo-EM structure of SARS-CoV-2 spike in complex with neutralizing antibody A23-58.1 that targets the receptor-binding domain,7/14/2021,10.1126/science.abh1766,class disagreement (2)
7LS9,Antibody,Jan-57,,,7LS9_1;7LS9_2;7LS9_3,3.42,Cryo-EM structure of neutralizing antibody 1-57 in complex with prefusion SARS-CoV-2 spike glycoprotein,3/17/2021,10.1016/j.str.2021.05.014,
7LSS,Antibody,7-Feb,,,7LSS_1,3.72,Cryo-EM structure of the SARS-CoV-2 spike glycoprotein bound to Fab 2-7,3/17/2021,10.1016/j.str.2021.05.014,
7LX5,Nanobody/Sybody,WNb 10,,A,7LX5_1,3.44,The SARS-CoV-2 spike protein receptor binding domain bound to neutralizing nanobodies WNb 2 and WNb 10,5/5/2021,10.1073/pnas.2101918118,
7LX5,Nanobody/Sybody,WNb 2,,C,7LX5_2,3.44,The SARS-CoV-2 spike protein receptor binding domain bound to neutralizing nanobodies WNb 2 and WNb 10,5/5/2021,10.1073/pnas.2101918118,
7LXW,Antibody,S2X333,,,7LXW_1,"2.8, 2.8",SARS-CoV-2 S/S2M11/S2X333 Local Refinement,4/14/2021,10.1016/j.cell.2021.03.028,
7LXX,Antibody,S2L28,,,7LXX_1,3,SARS-CoV-2 S/S2M11/S2L28 Local Refinement,4/14/2021,10.1016/j.cell.2021.03.028,
7LXY,Antibody,S2M11,2,"C,D,E,F,K,M",7LXY_1;7LXY_3;7LXY_6,2.2,SARS-CoV-2 S/S2M11/S2X333 Global Refinement,4/14/2021,10.1016/j.cell.2021.03.028,Mutant Spike
7LXY,Antibody,S2X333,,"G,H,I,L,N,O",7LXY_2;7LXY_4;7LXY_5,2.2,SARS-CoV-2 S/S2M11/S2X333 Global Refinement,4/14/2021,10.1016/j.cell.2021.03.028,Mutant Spike
7LXZ,Antibody,S2L28,,"G,H,I,J,N,O",7LXZ_1;7LXZ_3;7LXZ_5,2.6,SARS-CoV-2 S/S2M11/S2L28 Global Refinement,4/14/2021,10.1016/j.cell.2021.03.028,Mutant Spike
7LXZ,Antibody,S2M11,2,"C,D,E,F,L,M",7LXZ_2;7LXZ_4;7LXZ_6,2.6,SARS-CoV-2 S/S2M11/S2L28 Global Refinement,4/14/2021,10.1016/j.cell.2021.03.028,Mutant Spike
7LY0,Antibody,S2M28,,,7LY0_1,2.6,SARS-CoV-2 S/S2M11/S2M28 Local Refinement,4/14/2021,10.1016/j.cell.2021.03.028,
7LY2,Antibody,S2M11,2,"C,D,E,F,K,M",7LY2_2;7LY2_3;7LY2_6,2.5,SARS-CoV-2 S/S2M11/S2M28 Global Refinement,4/14/2021,10.1016/j.cell.2021.03.028,Mutant Spike
7LY2,Antibody,S2M28,,"G,H,I,L,N,O",7LY2_1;7LY2_4;7LY2_5,2.5,SARS-CoV-2 S/S2M11/S2M28 Global Refinement,4/14/2021,10.1016/j.cell.2021.03.028,Mutant Spike
7LY3,Antibody,S2M28,,,7LY3_1;7LY3_2,3,Crystal structure of SARS-CoV-2 S NTD bound to S2M28 Fab,4/14/2021,10.1016/j.cell.2021.03.028,
7M3I,Antibody,CV2-75,4,,7M3I_1;7M3I_2,2.8,"Structure of SARS-CoV-2 spike protein receptor binding domain in complex with a neutralizing antibody, CV2-75 Fab",5/12/2021,10.1016/j.celrep.2021.109353,
7M42,Antibody,REGN10985,4,"C,D",7M42_1,3.3,Complex of SARS-CoV-2 receptor binding domain with the Fab fragments of neutralizing antibodies REGN10985 and REGN10989,7/28/2021,10.1016/j.cell.2021.06.002,
7M42,Antibody,REGN10989,2,"A,B",7M42_2,3.3,Complex of SARS-CoV-2 receptor binding domain with the Fab fragments of neutralizing antibodies REGN10985 and REGN10989,7/28/2021,10.1016/j.cell.2021.06.002,
7M53,Antibody,B6,,,X,1.4,B6 Fab fragment bound to the SARS-CoV/SARS-CoV-2 spike stem helix peptide,5/26/2021,10.1038/s41594-021-00596-4,only modeled binding 1147-1156
7M6D,Antibody,BG4-25,1,"H,L",7M6D_2,3.1,Structure of the SARS-CoV-2 RBD in complex with neutralizing antibodies BG4-25 and CR3022,5/5/2021,10.1016/j.cell.2021.04.032,
7M6D,Antibody,CR3022,4,"A,B",7M6D_1,3.1,Structure of the SARS-CoV-2 RBD in complex with neutralizing antibodies BG4-25 and CR3022,5/5/2021,10.1016/j.cell.2021.04.032,
7M6E,Antibody,BG10-19,3,,7M6E_1;7M6E_2;7M6E_3,3.3,"Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, BG10-19",5/5/2021,10.1016/j.cell.2021.04.032,
7M6F,Antibody,BG1-22,1,,7M6F_1;7M6F_2,3.9,"Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, BG1-22",5/5/2021,10.1016/j.cell.2021.04.032,
7M6G,Antibody,BG7-15,3,,7M6G_1;7M6G_2,3.7,"Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, BG7-15",5/5/2021,10.1016/j.cell.2021.04.032,
7M6H,Antibody,BG7-20,2,,7M6H_1;7M6H_2,4,"Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, BG7-20",5/5/2021,10.1016/j.cell.2021.04.032,
7M6I,Antibody,BG1-24,2,,7M6I_1;7M6I_2,4,"Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, BG1-24",5/5/2021,10.1016/j.cell.2021.04.032,
7M71,Antibody,5A6,,,7M71_1,2.66,SARS-CoV-2 Spike:5A6 Fab complex I focused refinement,5/26/2021,10.1016/j.cell.2021.04.033,
7M7B,Antibody,3D11,1,,7M7B_1,2.95,SARS-CoV-2 Spike:Fab 3D11 complex focused refinement,5/26/2021,10.1016/j.cell.2021.04.033,
7M7W,Antibody,S2H97,3,"C,D,E,F",7M7W_1;7M7W_3,2.65,Antibodies to the SARS-CoV-2 receptor-binding domain that maximize breadth and resistance to viral escape,5/5/2021,10.1038/s41586-021-03807-6,
7M7W,Antibody,S2X259,4,"A,B,H,L",7M7W_2;7M7W_4,2.65,Antibodies to the SARS-CoV-2 receptor-binding domain that maximize breadth and resistance to viral escape,5/5/2021,10.1038/s41586-021-03807-6,
7M8J,Antibody,CM25,,,7M8J_1,3.48,SARS-CoV-2 S-NTD + Fab CM25,5/19/2021,10.1126/science.abg5268,
7MDW,Nanobody/Sybody,Nb105,,B,7MDW_2,3.58,CryoEM structure of SARS-CoV-2 RBD in complex with nanobodies Nb21 and Nb105,8/11/2021,,
7MDW,Nanobody/Sybody,Nb21,2,A,7MDW_1,3.58,CryoEM structure of SARS-CoV-2 RBD in complex with nanobodies Nb21 and Nb105,8/11/2021,,
7ME7,Nanobody/Sybody,Nb105,,B,7ME7_2,3.73,CryoEM structure of SARS-CoV-2 RBD in complex with nanobodies Nb17 and Nb105,8/11/2021,,
7ME7,Nanobody/Sybody,Nb17,4,A,7ME7_1,3.73,CryoEM structure of SARS-CoV-2 RBD in complex with nanobodies Nb17 and Nb105,8/11/2021,,class disagreement (3)
7MEJ,Nanobody/Sybody,Nb21,2,A,7MEJ_1,3.55,CryoEM structure of SARS-CoV-2 RBD in complex with nanobodies Nb21 and Nb36,8/11/2021,,
7MEJ,Nanobody/Sybody,Nb36,,B,7MEJ_2,3.55,CryoEM structure of SARS-CoV-2 RBD in complex with nanobodies Nb21 and Nb36,8/11/2021,,
7MF1,Antibody,47D1,3,,7MF1_1,2.092,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody 47D1,5/12/2021,10.1016/j.celrep.2021.109109,
7MFU,Nanobody/Sybody,Sb14,,"B,E",7MFU_1;7MFU_2,1.7,Crystal structure of synthetic nanobody (Sb14+Sb68) complexes with SARS-CoV-2 receptor binding domain,6/2/2021,10.1016/j.jbc.2021.101202,
7MFU,Nanobody/Sybody,Sb68,,"C,F",7MFU_3;7MFU_4,1.7,Crystal structure of synthetic nanobody (Sb14+Sb68) complexes with SARS-CoV-2 receptor binding domain,6/2/2021,10.1016/j.jbc.2021.101202,
7MJH,Antibody,VH ab8,2,,7MJH_1;7MJH_2;7MJH_3,2.66,Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to VH ab8,5/12/2021,10.1371/journal.pbio.3001237,Mutant Spike
7MJI,Antibody,VH ab8,2,,7MJI_1,2.81,Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to VH ab8 (focused refinement of RBD and VH ab8),5/12/2021,10.1371/journal.pbio.3001237,Mutant Spike
7MJJ,Antibody,ab1,,,7MJJ_1;7MJJ_2,3.32,Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to Fab ab1 (class 1),5/12/2021,10.1371/journal.pbio.3001237,
7MJK,Antibody,ab1,,,7MJK_1;7MJK_2;7MJK_3,2.73,Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to Fab ab1 (class 2),5/12/2021,10.1371/journal.pbio.3001237,
7MJL,Antibody,ab1,,,7MJL_1,2.95,Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to Fab ab1 (focused refinement of RBD and Fab ab1),5/12/2021,10.1371/journal.pbio.3001237,
7MKL,Antibody,SARS2-38,2,,7MKL_1,3.2,SARS-CoV-2 Spike in complex with neutralizing Fab SARS2-38 (three down conformation),5/12/2021,10.1016/j.immuni.2021.08.016,
7MKM,Antibody,SARS2-38,2,,7MKM_1,3.16,SARS-CoV-2 Spike RBD in complex with neutralizing Fab SARS2-38 (local refinement),5/12/2021,10.1016/j.immuni.2021.08.016,
7MLZ,Antibody,B1-182.1,1,,7MLZ_1,3.71,Cryo-EM structure of SARS-CoV-2 spike in complex with neutralizing antibody B1-182.1 that targets the receptor-binding domain,7/28/2021,10.1126/science.abh1766,class disagreement (2)
7MM0,Antibody,B1-182.1,1,,7MM0_1,3.15,Cryo-EM structure of SARS-CoV-2 spike in complex with neutralizing antibody B1-182.1 that targets the receptor-binding domain,7/28/2021,10.1126/science.abh1766,class disagreement (2)
7MMO,Antibody,LY-CoV1404,3,,7MMO_1;7MMO_2,2.427,LY-CoV1404 neutralizing antibody against SARS-CoV-2,5/12/2021,10.1101/2021.04.30.442182,
7MY2,Nanobody/Sybody,Nb30,4,,7MY2_1;7MY2_2;7MY2_3,2.65,CryoEM structure of neutralizing nanobody Nb30 in complex with SARS-CoV2 spike,6/16/2021,10.1038/s41586-021-03676-z,
7MY3,Nanobody/Sybody,Nb12,3,,7MY3_1;7MY3_2;7MY3_3,2.9,CryoEM structure of neutralizing nanobody Nb12 in complex with SARS-CoV2 spike,6/16/2021,10.1038/s41586-021-03676-z,
7MZF,Antibody,PDI 37,,,7MZF_1,2.493,SARS-CoV-2 receptor binding domain bound to Fab PDI 37,10/6/2021,10.1016/j.celrep.2021.109822,
7MZG,Antibody,PDI 42,,,7MZG_1,2,SARS-CoV-2 receptor binding domain bound to Fab PDI 42,10/6/2021,10.1016/j.celrep.2021.109822,
7MZH,Antibody,WCSL 119,,,7MZH_1;7MZH_2,2.1,SARS-CoV-2 receptor binding domain bound to Fab WCSL 119,10/6/2021,10.1016/j.celrep.2021.109822,
7MZI,Antibody,WCSL 129,1,,7MZI_1,1.85,SARS-CoV-2 receptor binding domain bound to Fab WCSL 129,10/6/2021,10.1016/j.celrep.2021.109822,
7MZJ,Antibody,PDI 93,,"H,L,M,N",7MZJ_2;7MZJ_4,2.4,SARS-CoV-2 receptor binding domain bound to Fab WCSL 129 and Fab PDI 93,10/6/2021,10.1016/j.celrep.2021.109822,
7MZJ,Antibody,WCSL 129,1,"C,D,E,F",7MZJ_1;7MZJ_3,2.4,SARS-CoV-2 receptor binding domain bound to Fab WCSL 129 and Fab PDI 93,10/6/2021,10.1016/j.celrep.2021.109822,
7MZK,Antibody,PDI 96,,"H,L,M,N",7MZK_1;7MZK_4,2.25,SARS-CoV-2 receptor binding domain bound to Fab WCSL 129 and Fab PDI 96,10/6/2021,10.1016/j.celrep.2021.109822,
7MZK,Antibody,WCSL 129,1,"C,D,E,F",7MZK_2;7MZK_3,2.25,SARS-CoV-2 receptor binding domain bound to Fab WCSL 129 and Fab PDI 96,10/6/2021,10.1016/j.celrep.2021.109822,
7MZL,Antibody,PDI 210,,,7MZL_1,3.7,SARS-CoV-2 receptor binding domain bound to Fab PDI 210,10/6/2021,10.1016/j.celrep.2021.109822,
7MZM,Antibody,PDI 215,,,7MZM_1,2.3,SARS-CoV-2 receptor binding domain bound to Fab PDI 215,10/6/2021,10.1016/j.celrep.2021.109822,
7MZN,Antibody,PDI 231,,,7MZN_1,3.1,SARS-CoV-2 receptor binding domain bound to Fab PDI 231,10/6/2021,10.1016/j.celrep.2021.109822,
7N0G,Nanobody/Sybody,Sb45,2,,7N0G_1;7N0G_2;7N0G_3,3.02,"CryoEm structure of SARS-CoV-2 spike protein (S-6P, 1-up) in complex with sybodies (Sb45)",6/2/2021,10.1016/j.jbc.2021.101202,
7N0H,Nanobody/Sybody,Sb45,2,,7N0H_1;7N0H_2,3.34,"CryoEM structure of SARS-CoV-2 spike protein (S-6P, 2-up) in complex with sybodies (Sb45)",6/2/2021,10.1016/j.jbc.2021.101202,
7N3I,Antibody,C098,,,7N3I_1,2.03,Crystal structure of the SARS-CoV-2 receptor binding domain in complex with the human neutralizing antibody Fab fragment C098,8/4/2021,10.1016/j.immuni.2021.07.008,
7N4I,Antibody,WRAIR-2057,,,7N4I_1,2.284,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing human antibody WRAIR-2057.,10/6/2021,10.1038/s41590-021-01068-z,
7N4J,Antibody,WRAIR-2173,,,7N4J_1,2.207,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing human antibody WRAIR-2173.,10/6/2021,10.1038/s41590-021-01068-z,
7N4L,Antibody,WRAIR-2125,,,7N4L_1,3.601,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing human antibody WRAIR-2125.,11/10/2021,10.1038/s41590-021-01068-z,
7N4M,Antibody,WRAIR-2151,,,7N4M_1,3.79,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing human antibody WRAIR-2151.,11/10/2021,10.1038/s41590-021-01068-z,
7N5H,Antibody,Feb-36,,,7N5H_1;7N5H_2;7N5H_3,3.24,Cryo-EM structure of broadly neutralizing antibody 2-36 in complex with prefusion SARS-CoV-2 spike glycoprotein,11/3/2021,10.1101/2021.10.13.464307,
7N62,Antibody,C12C9,,,7N62_1,4,SARS-CoV-2 Spike (2P) in complex with C12C9 Fab (NTD local reconstruction),8/4/2021,10.1101/2021.03.10.434840,
7N64,Antibody,G32R7,3,,7N64_1,4.2,SARS-CoV-2 Spike (2P) in complex with G32R7 Fab (RBD and NTD local reconstruction),8/4/2021,10.1101/2021.03.10.434840,
7N8H,Antibody,S2L20,,"B,C,I,J,N,O",7N8H_2;7N8H_3;7N8H_5,2.3,SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement,7/14/2021,10.1126/science.abi7994,
7N8H,Antibody,S2M11,2,"D,E,G,H,L,M",7N8H_1;7N8H_4;7N8H_6,2.3,SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement,7/14/2021,10.1126/science.abi7994,Mutant Spike
7N8I,Antibody,S2L20,,,7N8I_1,3,SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 (Local Refinement of the NTD/S2L20),7/14/2021,10.1126/science.abi7994,Mutant Spike
7N9A,Nanobody/Sybody,Nb21,2,,7N9A_1,3.5,Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS RBD with NB21,8/4/2021,,
7N9B,Nanobody/Sybody,Nb21,2,,7N9B_1;7N9B_2,3.8,Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS with NB21,8/4/2021,,"pdb misnumbered, 412 is actually 320"
7N9C,Nanobody/Sybody,Nb95,,,7N9C_1;7N9C_2,3.71,Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS with NB95,8/4/2021,,"pdb misnumbered, 412 is actually 320"
7N9E,Nanobody/Sybody,Nb34,4,,7N9E_1,3.52,Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS with NB34,8/4/2021,,
7N9T,Nanobody/Sybody,Nb17,4,,7N9T_1;7N9T_2;7N9T_3,3.18,CryoEM structure of SARS-CoV-2 Spike in complex with Nb17,8/11/2021,,class disagreement (3)
7ND3,Antibody,COVOX-40,1,,7ND3_1,3.7,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-40 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND4,Antibody,COVOX-88,,,7ND4_1;7ND4_2;7ND4_3,3.6,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-88 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND5,Antibody,COVOX-150,,,7ND5_1,3.4,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-150 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND6,Antibody,COVOX-40,1,,7ND6_1,7.3,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-40 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND7,Antibody,COVOX-316,,,7ND7_1;7ND7_2;7ND7_3,3.6,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-316 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND8,Antibody,COVOX-384,,,7ND8_1,3.5,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-384 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND9,Antibody,COVOX-253H55L,,,7ND9_1,2.8,EM structure of SARS-CoV-2 Spike glycoprotein (one RBD up) in complex with COVOX-253H55L Fab,3/3/2021,,
7NDA,Antibody,COVOX-253H55L,,,7NDA_1,3.3,EM structure of SARS-CoV-2 Spike glycoprotein (all RBD down) in complex with COVOX-253H55L Fab,3/3/2021,,
7NDB,Antibody,COVOX-253H165L,2,,7NDB_1,4.6,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-253H165L Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7NDC,Antibody,COVOX-159,,,7NDC_1;7NDC_2;7NDC_3,4.1,EM structure of SARS-CoV-2 Spike glycoprotein (all RBD down) in complex with COVOX-159,3/3/2021,10.1016/j.cell.2021.02.032,
7NDD,Antibody,COVOX-159,,,7NDD_1;7NDD_2;7NDD_3,4.2,EM structure of SARS-CoV-2 Spike glycoprotein (one RBD up) in complex with COVOX-159,3/3/2021,10.1016/j.cell.2021.02.032,
7NEG,Antibody,COVOX-269,,,7NEG_1,2.19,Crystal structure of the N501Y mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-269 Fab,3/3/2021,10.1016/j.cell.2021.02.033,
7NEH,Antibody,COVOX-269,,,7NEH_1,1.77,Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-269 Fab,3/3/2021,10.1016/j.cell.2021.02.033,
7NKT,Nanobody/Sybody,NM1226,4,,7NKT_1,2.3,RBD domain of SARS-CoV2 in complex with neutralizing nanobody NM1226,5/12/2021,10.15252/embr.202052325,
7NP1,Antibody,ION-360,,,7NP1_1;7NP1_2;7NP1_3;7NP1_4,2.8,Crystal Structure of the SARS-CoV-2 Receptor Binding Domain in Complex with Antibody ION-360,11/17/2021,10.3389/fimmu.2021.678570,
7NTC,Antibody,P008_056,,,7NTC_1,3.6,Trimeric SARS-CoV-2 spike ectodomain bound to P008_056 Fab,4/28/2021,10.1126/sciadv.abg7607,
7NX6,Antibody,COVOX-222,1,"A,B",7NX6_2,2.25,Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,
7NX6,Antibody,EY6A,4,"H,L",7NX6_1,2.25,Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,
7NX7,Antibody,COVOX-222,1,"A,B",7NX7_2,2.3,Crystal structure of the K417N mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NX7,Antibody,EY6A,4,"H,L",7NX7_1,2.3,Crystal structure of the K417N mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NX8,Antibody,COVOX-222,1,"A,B",7NX8_2,1.95,Crystal structure of the K417T mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NX8,Antibody,EY6A,4,"H,L",7NX8_1,1.95,Crystal structure of the K417T mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NX9,Antibody,COVOX-222,1,"A,B",7NX9_1,2.4,Crystal structure of the N501Y mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NX9,Antibody,EY6A,4,"H,L",7NX9_2,2.4,Crystal structure of the N501Y mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NXA,Antibody,COVOX-222,1,"A,B",7NXA_1,2.5,Crystal structure of the receptor binding domain of SARS-CoV-2 B.1.351 variant Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NXA,Antibody,EY6A,4,"H,L",7NXA_2,2.5,Crystal structure of the receptor binding domain of SARS-CoV-2 B.1.351 variant Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NXB,Antibody,COVOX-222,1,"A,B",7NXB_1,2.67,Crystal structure of the receptor binding domain of SARS-CoV-2 P.1 variant Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NXB,Antibody,EY6A,4,"H,L",7NXB_2,2.67,Crystal structure of the receptor binding domain of SARS-CoV-2 P.1 variant Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7OAN,Nanobody/Sybody,C5,2,,7OAN_1;7OAN_2;7OAN_3,"3, 3",Nanobody C5 bound to Spike,8/11/2021,10.1038/s41467-021-25480-z,
7OAO,Nanobody/Sybody,C5,2,,7OAO_1,1.5,Nanobody C5 bound to RBD,8/11/2021,10.1038/s41467-021-25480-z,
7OAP,Nanobody/Sybody,C1,,AAA,7OAP_1,1.901,Nanobody H3 AND C1 bound to RBD,8/11/2021,10.1038/s41467-021-25480-z,
7OAP,Nanobody/Sybody,H3,,FFF,7OAP_2,1.901,Nanobody H3 AND C1 bound to RBD,8/11/2021,10.1038/s41467-021-25480-z,
7OAQ,Nanobody/Sybody,H3,,,7OAQ_1;7OAQ_2,1.55,Nanobody H3 AND C1 bound to RBD with Kent mutation,8/11/2021,10.1038/s41467-021-25480-z,Mutant Spike
7OAU,Nanobody/Sybody,C5,2,,7OAU_1;7OAU_2,1.65,Nanobody C5 bound to Kent variant RBD (N501Y),8/11/2021,10.1038/s41467-021-25480-z,Mutant Spike
7OAY,Nanobody/Sybody,F2,,,7OAY_1;7OAY_2;7OAY_3;7OAY_4;7OAY_5;7OAY_6,2.34,Nanobody F2 bound to RBD,8/11/2021,10.1038/s41467-021-25480-z,
7OLZ,Nanobody/Sybody,Re5D06,,C,7OLZ_2,1.75,Crystal structure of the SARS-CoV-2 RBD with neutralizing-VHHs Re5D06 and Re9F06,8/11/2021,10.15252/embj.2021107985,
7OLZ,Nanobody/Sybody,Re9F06,,B,7OLZ_1,1.75,Crystal structure of the SARS-CoV-2 RBD with neutralizing-VHHs Re5D06 and Re9F06,8/11/2021,10.15252/embj.2021107985,
